event,sector,region,trkID,c_layer,z_layer,x0,y0,z0,r,phi,theta,eta,c_x0,c_y0,c_z0,z_x0,z_y0,z_z0
4019,1,3,2,6,5,-21.32815002,-6.389245342,11.38608742,22.26460059,-2.85053163,1.09807141,0.4913838049,-19.28170967,-11.13230038,11.38608742,-19.89113998,-5.958762169,1.482499957
4020,3,1,1,1,2,12.53942763,-7.794624815,5.236961365,14.76460027,-0.5561573418,1.229943124,0.3476517256,12.78651905,-7.3822999,5.236961365,13.8132534,-8.586446762,2.058000088
4020,3,2,1,4,3,16.48754413,-9.964222795,7.319288731,19.26460089,-0.5436108037,1.207706452,0.3713412704,16.6836338,-9.632300377,7.319288731,15.20364952,-9.188302994,2.378000021
4020,3,3,1,6,5,19.18555058,-11.29721596,8.687999725,22.26460059,-0.532173062,1.198752926,0.3809357006,19.28170967,-11.13230038,8.687999725,17.89295006,-10.53608131,1.482499957
4020,2,1,2,1,2,11.6637896,9.052591866,9.296750069,14.7645998,0.6600143105,1.008849517,0.5940953538,2.842170985e-15,14.7645998,9.296750069,12.8487196,9.972249031,2.058000088
4020,2,2,2,4,3,15.10403455,11.95796733,12.74499989,19.26460075,0.6696636355,0.9863262304,0.6209045545,0,19.26460075,12.74499989,13.92793846,11.02684402,2.378000021
4020,2,3,2,6,5,17.27300808,14.04833224,14.86050129,22.26460075,0.6828050354,0.9822518131,0.6257965299,-1.421085493e-15,22.26460075,14.86050129,16.10923195,13.10181999,1.482499957
4021,1,2,1,4,3,-17.87372091,7.187137701,9.538416862,19.26460089,2.759271728,1.111055011,0.476848705,-16.6836338,-9.632300377,9.538416862,-16.48197365,6.62750721,2.378000021
4021,1,3,1,6,5,-20.74516716,8.083964313,11.87121391,22.26460059,2.770014883,1.080952294,0.5106972282,-19.28170967,-11.13230038,11.87121391,-19.34751511,7.539328098,1.482499957
4021,1,1,2,1,2,-14.63881969,1.923117099,7.703999996,14.76460027,3.010969623,1.089870169,0.5006147327,-12.78651905,-7.3822999,7.703999996,-16.12593079,2.118480444,2.058000088
4021,1,2,2,4,3,-19.1134945,2.408147692,11.17622089,19.26460089,3.016261025,1.045105632,0.5517231467,-16.6836338,-9.632300377,11.17622089,-17.62515831,2.220629215,2.378000021
4021,1,3,2,6,5,-22.12034952,2.530331349,13.51601601,22.26460059,3.027698395,1.025199597,0.5748719576,-19.28170967,-11.13230038,13.51601601,-20.63005257,2.359857321,1.482499957
4021,1,1,3,1,2,-14.55558917,2.475529241,3.528576612,14.76460027,2.973130444,1.336207531,0.2367705238,-12.78651905,-7.3822999,3.528576612,-16.03419113,2.72700119,2.058000088
4021,1,2,3,4,3,-19.07064235,2.726801772,5.840000153,19.26460089,2.999571022,1.276455159,0.2986857293,-16.6836338,-9.632300377,5.840000153,-17.58561707,2.514466524,2.378000021
4021,1,3,3,6,5,-22.18118875,1.925436387,7.456299782,22.26460059,3.055004778,1.247641078,0.3289311751,-19.28170967,-11.13230038,7.456299782,-20.68665123,1.795703173,1.482499957
4022,3,1,1,1,2,2.873424468,-14.48229447,9.784766197,14.76460027,-1.374930583,0.9855324077,0.6218566252,12.78651905,-7.3822999,9.784766197,3.165319681,-15.95347023,2.058000088
4022,3,2,1,4,3,4.39480567,-18.75661298,14.6024828,19.26460089,-1.340641202,0.9221976394,0.6995313932,16.6836338,-9.632300377,14.6024828,4.052595615,-17.29609299,2.378000021
4022,3,3,1,6,5,6.259312245,-21.36664339,17.79938126,22.26460059,-1.285821886,0.8963923115,0.7322368372,19.28170967,-11.13230038,17.79938126,5.837580204,-19.92702866,1.482499957
4022,3,1,2,1,2,1.8813101,-14.64425121,-0.4474999905,14.76460027,-1.443028664,1.601096032,-0.03030434253,12.78651905,-7.3822999,-0.4474999905,2.072440624,-16.13202477,2.058000088
4022,3,2,2,4,3,2.45913363,-19.10700158,0.9307777286,19.26460089,-1.44279671,1.522518427,0.04829666506,16.6836338,-9.632300377,0.9307777286,2.267657995,-17.61927223,2.378000021
4022,3,3,2,6,5,3.255139209,-22.02536057,1.836021781,22.26460059,-1.42406795,1.488518773,0.08237054196,19.28170967,-11.13230038,1.836021781,3.035830259,-20.54144287,1.482499957
4022,2,1,3,1,2,0.02018594525,14.764586,5.185500145,14.7645998,1.569429141,1.233042453,0.3443650088,5.684341971e-15,14.7645998,5.185500145,0.02223666199,16.26453972,2.058000088
4022,2,2,3,4,3,-0.06102902079,19.26450409,8.404090881,19.26460075,1.573964268,1.159439524,0.4234743148,0,19.26460075,8.404090881,-0.0562770851,17.76450157,2.378000021
4023,3,1,1,1,2,14.44322037,-3.063789582,8.272000313,14.76460027,-0.2090279895,1.060110852,0.5344500481,12.78651905,-7.3822999,8.272000313,15.91050529,-3.375039577,2.058000088
4023,3,2,1,4,3,18.88940119,-3.783565792,11.32273388,19.26460089,-0.1976849582,1.039434238,0.5582906873,16.6836338,-9.632300377,11.32273388,17.41849899,-3.488942623,2.378000021
4023,3,3,1,6,5,21.91579114,-3.925625813,13.32946587,22.26460059,-0.1772434888,1.031344846,0.5676963311,19.28170967,-11.13230038,13.32946587,20.43926048,-3.661144972,1.482499957
4023,3,1,2,1,2,13.43660149,6.119735426,-10.08991623,14.76460027,0.4273790696,2.170284487,-0.6390024649,12.78651905,-7.3822999,-10.08991623,14.80157661,6.741416931,2.058000088
4023,3,2,2,4,3,17.43439745,8.195525172,-12.71644402,19.26460089,0.4394247015,2.154234684,-0.6196678861,16.6836338,-9.632300377,-12.71644402,16.0768013,7.557349205,2.378000021
4023,2,1,3,1,2,7.495353177,12.72057735,13.77200317,14.7645998,1.038333152,0.8201674249,0.8330284412,1.421085493e-15,14.7645998,13.77200317,8.256806374,14.01286125,2.058000088
4023,2,2,3,4,3,9.639372843,16.67954836,18.36153412,19.26460075,1.046773583,0.8093946035,0.8478351077,1.421085493e-15,19.26460075,18.36153412,8.888794899,15.38078117,2.378000021
4023,2,3,3,6,5,10.83661689,19.44942624,21.46686745,22.26460075,1.062465771,0.8036377715,0.8558099082,-1.421085493e-15,22.26460075,21.46686745,10.10652733,18.13907051,1.482499957
4024,1,1,1,1,2,-14.72709213,-1.051750227,-6.301303387,14.76460027,-3.070297682,1.974177539,-0.4147878499,-12.78651905,-7.3822999,-6.301303387,-16.2232132,-1.158597231,2.058000088
4024,1,2,1,4,3,-19.21525234,-1.378014882,-7.563157558,19.26460089,-3.070000579,1.94490155,-0.3831498303,-16.6836338,-9.632300377,-7.563157558,-17.71906281,-1.27071619,2.378000021
4024,1,3,1,6,5,-22.18098709,-1.927758075,-8.460512161,22.26460059,-3.054900108,1.933941921,-0.3714008773,-19.28170967,-11.13230038,-8.460512161,-20.68660927,-1.797881126,1.482499957
4024,1,1,2,1,2,-7.649059743,-12.6287492,-12.39843273,14.76460027,-2.115386406,2.269303983,-0.7634005042,-12.78651905,-7.3822999,-12.39843273,-8.426122665,-13.91169548,2.058000088
4024,1,2,2,4,3,-9.794782938,-16.58876351,-15.55774975,19.26460089,-2.104161829,2.250143523,-0.7385780558,-16.6836338,-9.632300377,-15.55774975,-9.032125473,-15.29710197,2.378000021
4024,1,3,2,6,5,-10.95830287,-19.38112581,-17.70982361,22.26460059,-2.085394404,2.242741504,-0.729091923,-19.28170967,-11.13230038,-17.70982361,-10.21999836,-18.07534218,1.482499957
4025,2,1,-1,1,2,3.798251987,14.26767988,3.995399952,14.7645998,1.310616868,1.306519082,0.2674083691,-5.104478973e-08,14.7645998,3.995399952,4.184111595,15.7171154,2.058000088
4025,2,3,-1,6,5,5.044465428,21.68561309,8.572400093,22.26460075,1.342242834,1.2032668,0.3760945837,-8.280888437e-07,22.26460075,8.572400093,4.704592705,20.2245369,1.482499719
4025,2,1,1,1,2,-9.246388522,11.51076481,1.261754751,14.7645998,2.2475352,1.485545349,0.08535442946,2.842170985e-15,14.7645998,1.261754751,-10.18571377,12.68012428,2.058000088
4025,2,2,1,4,3,-12.21104949,14.90017156,3.184909105,19.26460075,2.257329341,1.406953895,0.1645804307,1.421085493e-15,19.26460075,3.184909105,-11.26020527,13.73993206,2.378000021
4025,2,3,1,6,5,-14.48660714,16.90711863,4.438000202,22.26460075,2.27924497,1.374045196,0.1980329616,1.421085493e-15,22.26460075,4.438000202,-13.51054668,15.76797199,1.482499957
4025,3,1,2,1,2,6.609770387,-13.20243753,3.489399672,14.76460027,-1.106630668,1.338719105,0.2341889925,12.78651905,-7.3822999,3.489399672,7.281266212,-14.54369164,2.058000088
4025,3,2,2,4,3,8.708063753,-17.18413434,6.132777691,19.26460089,-1.10176314,1.262595923,0.3131987622,16.6836338,-9.632300377,6.132777691,8.029980659,-15.8460331,2.378000021
4025,3,3,2,6,5,10.43495954,-19.66784327,7.942599297,22.26460059,-1.083001108,1.228132678,0.3495733032,19.28170967,-11.13230038,7.942599297,9.73192215,-18.34275627,1.482499957
4026,3,1,1,1,2,13.96810477,4.78387607,-1.334833384,14.76460027,0.3299649402,1.660958899,-0.09028498075,12.78651905,-7.3822999,-1.334833384,15.3871336,5.269873142,2.058000088
4026,3,2,1,4,3,18.18984693,6.344628911,-0.9079999924,19.26460089,0.3356058822,1.617894552,-0.04711564709,16.6836338,-9.632300377,-0.9079999924,16.77350998,5.850609779,2.378000021
4026,1,1,2,1,2,-13.21378114,-6.587063786,3.903445721,14.76460027,-2.679146135,1.312331224,0.2613918762,-12.78651905,-7.3822999,3.903445721,-14.55621147,-7.256264687,2.058000088
4026,1,2,2,4,3,-17.20478092,-8.667200299,5.940785885,19.26460089,-2.674936014,1.271670805,0.3036887367,-16.6836338,-9.632300377,5.940785885,-15.86513329,-7.992330074,2.378000021
4026,1,3,2,6,5,-19.78138061,-10.2180928,7.286499977,22.26460059,-2.664792052,1.254514117,0.3216912272,-19.28170967,-11.13230038,7.286499977,-18.44860268,-9.529644966,1.482499957
4026,2,1,3,1,2,2.048942577,14.62173866,9.923142433,14.7645998,1.431572998,0.9790483809,0.6296520982,4.263256584e-15,14.7645998,9.923142433,2.25709939,16.1071949,2.058000088
4026,2,2,3,4,3,2.391413113,19.11559535,13.74255848,19.26460075,1.446340187,0.951161359,0.6635755866,-1.421085493e-15,19.26460075,13.74255848,2.205202818,17.62713623,2.378000021
4026,2,3,3,6,5,2.202196286,22.15542322,16.47057343,22.26460075,1.471724128,0.9338778322,0.6849390985,0,22.26460075,16.47057343,2.053828716,20.66275597,1.482499957
4027,3,1,1,1,2,13.71676951,5.462934704,18.11836624,14.76460027,0.3790113975,0.683758635,1.03323822,12.78651905,-7.3822999,18.11836624,15.11024189,6.017908573,2.058000088
4028,2,1,2,1,2,8.631093154,11.97904997,-0.7806428671,14.7645998,0.9464337462,1.623619747,-0.05284800254,1.421085493e-15,14.7645998,-0.7806428671,9.507953644,13.19604015,2.058000088
4028,2,2,2,4,3,11.16519201,15.6991506,-0.3811281919,19.26460075,0.9525949243,1.590577608,-0.01978257109,-1.421085493e-15,19.26460075,-0.3811281919,10.29580879,14.47672844,2.378000021
4028,2,3,2,6,5,12.70826503,18.28147824,-0.1036249995,22.26460075,0.9633366744,1.575450542,-0.004654232364,0,22.26460075,-0.1036249995,11.8520689,17.04979706,1.482499957
4028,2,1,3,1,2,10.80312397,10.0640906,5.190785885,14.7645998,0.7499969549,1.232723798,0.3447027642,1.421085493e-15,14.7645998,5.190785885,11.90059853,11.08648777,2.058000088
4028,2,2,3,4,3,13.96868682,13.26652294,7.460666656,19.26460075,0.7596223983,1.201309105,0.3781931661,0,19.26460075,7.460666656,12.88102722,12.23353672,2.378000021
4028,2,3,3,6,5,15.63203062,15.85408671,8.998250008,22.26460075,0.7924505542,1.186717043,0.393886219,0,22.26460075,8.998250008,14.57882881,14.78592396,1.482499957
4029,2,1,1,1,2,9.098132138,11.62830163,-12.34046078,14.7645998,0.9068716577,2.26699688,-0.760390757,1.421085493e-15,14.7645998,-12.34046078,10.02241516,12.80962563,2.058000088
4029,2,2,1,4,3,11.4957644,15.45872708,-15.42328835,19.26460075,0.9313765351,2.245904565,-0.7331386936,-2.842170985e-15,19.26460075,-15.42328835,10.60060501,14.25497723,2.378000021
4029,2,3,1,6,5,12.25267719,18.5898991,-17.50993538,22.26460075,0.9880476936,2.237218629,-0.7220503687,0,22.26460075,-17.50993538,11.42719555,17.3374691,1.482499957
4029,2,1,2,1,2,6.595593641,13.20952504,3.945899963,14.7645998,1.107704161,1.309645573,0.2641707904,4.263256584e-15,14.7645998,3.945899963,7.265654087,14.5515089,2.058000088
4029,2,2,2,4,3,8.290532623,17.38941951,6.024571419,19.26460075,1.125915172,1.267704165,0.3078422534,0,19.26460075,6.024571419,7.644952297,16.03531265,2.378000021
4029,2,3,2,6,5,8.845318692,20.43215074,7.370285988,22.26460075,1.162243464,1.251118778,0.3252657635,0,22.26460075,7.370285988,8.249380112,19.0555687,1.482499957
4029,3,1,3,1,2,9.565718786,-11.24679712,-3.80411005,14.76460027,-0.8659956601,1.822962615,-0.2548820241,12.78651905,-7.3822999,-3.80411005,10.53753281,-12.38939762,2.058000088
4029,3,2,3,4,3,12.5665377,-14.60160873,-4.134363651,19.26460089,-0.8601650433,1.782199076,-0.2129952112,16.6836338,-9.632300377,-4.134363651,11.58802986,-13.46463776,2.378000021
4029,3,3,3,6,5,14.65771603,-16.75899163,-4.361710548,22.26460059,-0.8521827124,1.764249745,-0.1946714728,19.28170967,-11.13230038,-4.361710548,13.6702013,-15.62991047,1.482499957
4030,1,1,1,1,2,-14.25947664,-3.828935514,-8.455499649,14.76460027,-2.879262024,2.090890844,-0.5452638547,-12.78651905,-7.3822999,-8.455499649,-15.7081089,-4.217920303,2.058000088
4030,1,2,1,4,3,-18.58971076,-5.054453604,-9.990400314,19.26460089,-2.876115212,2.049203903,-0.4977757687,-16.6836338,-9.632300377,-9.990400314,-17.14224434,-4.660894394,2.378000021
4030,1,3,1,6,5,-21.40712267,-6.11943938,-11.06649971,22.26460059,-2.863158313,2.03207683,-0.4785668824,-19.28170967,-11.13230038,-11.06649971,-19.96484184,-5.707149029,1.482499957
4030,3,1,2,1,2,14.70861607,-1.284536742,-0.2762142718,14.76460027,-0.08711124905,1.589502018,-0.01870678226,12.78651905,-7.3822999,-0.2762142718,16.20287704,-1.415033937,2.058000088
4030,3,2,2,4,3,19.20426275,-1.523528667,0.6361111403,19.26460089,-0.0791670314,1.53778863,0.03301369224,16.6836338,-9.632300377,0.6361111403,17.70895004,-1.404901266,2.378000021
4030,3,3,2,6,5,22.22448742,-1.335888558,1.227100015,22.26460059,-0.06003662188,1.515737634,0.05508653156,19.28170967,-11.13230038,1.227100015,20.72712517,-1.245883822,1.482499957
4030,2,2,3,4,3,6.985952188,17.95330928,1.313466668,19.26460075,1.199706215,1.502721359,0.0681276081,-1.421085493e-15,19.26460075,1.313466668,6.441993713,16.55538177,2.378000021
4030,2,3,3,6,5,7.629670858,20.91651427,1.987750053,22.26460075,1.22102639,1.481753906,0.08916031741,0,22.26460075,1.987750053,7.115633965,19.50729752,1.482499957
4031,2,1,-1,1,2,-8.085595256,12.35380737,-10.86450005,14.7645998,2.150330096,2.20517841,-0.6817870443,-5.104478973e-08,14.7645998,-10.86450005,-8.907046318,13.60888481,2.058000088
4031,2,2,-1,4,3,-9.993120378,16.47004515,-12.33866692,19.26460075,2.116160757,2.140452742,-0.603228276,7.010770986e-08,19.26460075,-12.33866692,-9.215016365,15.18762207,2.377999783
4031,2,3,-1,6,5,-10.57700127,19.59182204,-13.37021446,22.26460075,2.065827524,2.111594013,-0.5692659854,-8.280888437e-07,22.26460075,-13.37021446,-9.864412308,18.27189064,1.482499719
4031,2,2,1,4,3,15.50671729,11.43094751,-5.002761841,19.26460075,0.6352333965,1.824870962,-0.2568531807,1.421085493e-15,19.26460075,-5.002761841,14.2990818,10.54072571,2.378000021
4031,2,3,1,6,5,16.47248627,14.97897336,-4.846326351,22.26460075,0.7379475252,1.785122716,-0.2159863633,0,22.26460075,-4.846326351,15.36246967,13.96959877,1.482499957
4031,2,1,3,1,2,5.032285702,13.88054422,-8.75249958,14.7645998,1.222991871,2.105907135,-0.5626437634,1.421085493e-15,14.7645998,-8.75249958,5.543521404,15.2906847,2.058000088
4031,2,2,3,4,3,6.485879718,18.13996159,-9.417840004,19.26460075,1.227414453,2.025498456,-0.4712326419,0,19.26460075,-9.417840004,5.980855942,16.72749138,2.378000021
4031,2,3,3,6,5,7.306162301,21.03170081,-9.84366703,22.26460075,1.236450272,1.98707952,-0.428854878,-1.421085493e-15,22.26460075,-9.84366703,6.813920498,19.6147213,1.482499957
4032,3,1,1,1,2,13.70996316,-5.479993739,5.449874878,14.76460027,-0.3802553687,1.217192713,0.3612115005,12.78651905,-7.3822999,5.449874878,15.10270977,-6.036686897,2.058000088
4032,3,2,1,4,3,18.0157335,-6.823356498,8.131799698,19.26460089,-0.3620493025,1.171375242,0.4104857661,16.6836338,-9.632300377,8.131799698,16.61285973,-6.292026043,2.378000021
4032,3,3,1,6,5,21.00643039,-7.378504023,9.942222595,22.26460059,-0.3377877737,1.150816428,0.4329000842,19.28170967,-11.13230038,9.942222595,19.59117889,-6.881397247,1.482499957
4032,3,1,2,1,2,9.042088055,-11.67193492,-2.547335386,14.76460027,-0.9116822755,1.741644316,-0.1716852542,12.78651905,-7.3822999,-2.547335386,9.960639954,-12.85764313,2.058000088
4032,3,2,2,4,3,12.21699124,-14.89530035,-2.261661291,19.26460089,-0.8838644825,1.687661232,-0.1171318293,16.6836338,-9.632300377,-2.261661291,11.26559448,-13.73533058,2.378000021
4032,3,3,2,6,5,15.09462381,-16.36657483,-2.050186634,22.26460059,-0.8258053551,1.662620173,-0.09195315621,19.28170967,-11.13230038,-2.050186634,14.07754707,-15.26379395,1.482499957
4033,3,1,1,1,2,14.75458165,-0.5438214098,-1.989441156,14.76460027,-0.03684112254,1.704733619,-0.134339552,12.78651905,-7.3822999,-1.989441156,16.25350761,-0.5990685225,2.058000088
4033,3,2,1,4,3,19.25235424,-0.6868068766,-2.362499952,19.26460089,-0.03565879478,1.692821297,-0.1223289295,16.6836338,-9.632300377,-2.362499952,17.75326347,-0.6333284378,2.378000021
4033,3,3,1,6,5,22.25827914,-0.5305178507,-2.607500076,22.26460059,-0.02383011827,1.687379419,-0.116848085,19.28170967,-11.13230038,-2.607500076,20.7586956,-0.4947758317,1.482499957
4033,1,1,2,1,2,-8.586822591,-12.01082424,-4.191166878,14.76460027,-2.191468118,1.847386289,-0.2801855606,-12.78651905,-7.3822999,-4.191166878,-9.459150314,-13.23099327,2.058000088
4033,1,2,2,4,3,-11.13118121,-15.72328377,-5.125668049,19.26460089,-2.186832978,1.830838464,-0.2630234357,-16.6836338,-9.632300377,-5.125668049,-10.2644577,-14.49899864,2.378000021
4033,1,3,2,6,5,-12.67258692,-18.30622791,-5.903100014,22.26460059,-2.176305706,1.829967151,-0.2621219136,-19.28170967,-11.13230038,-5.903100014,-11.81878567,-17.07286644,1.482499957
4033,2,1,3,1,2,10.06619836,10.80116003,-10.47321415,14.7645998,0.8206042484,2.187767468,-0.6603065377,1.421085493e-15,14.7645998,-10.47321415,11.08883858,11.89846611,2.058000088
4033,2,2,3,4,3,13.10334993,14.1218647,-13.44064808,19.26460075,0.8227914411,2.179967786,-0.6507700815,0,19.26460075,-13.44064808,12.08305645,13.02226448,2.378000021
4033,2,3,3,6,5,14.95305172,16.49602046,-15.48821449,22.26460075,0.8344213104,2.178592166,-0.6490935502,1.421085493e-15,22.26460075,-15.48821449,13.94557476,15.38458443,1.482499957
4034,1,1,1,1,2,-9.620605927,-11.19988227,-10.57361126,14.76460027,-2.28048743,2.192276622,-0.6658438163,-12.78651905,-7.3822999,-10.57361126,-10.59793758,-12.33764839,2.058000088
4034,1,2,1,4,3,-12.35971442,-14.77708722,-13.22946453,19.26460089,-2.267348029,2.172556569,-0.641756562,-16.6836338,-9.632300377,-13.22946453,-11.39733028,-13.62647533,2.378000021
4034,1,3,1,6,5,-13.82965164,-17.44858662,-14.97749901,22.26460059,-2.241005304,2.16296739,-0.6301619713,-19.28170967,-11.13230038,-14.97749901,-12.89792061,-16.27304077,1.482499957
4034,2,1,2,1,2,-9.300482797,11.46710194,18.0290699,14.7645998,2.252243572,0.686179294,1.029411989,2.842170985e-15,14.7645998,18.0290699,-10.2452755,12.63199139,2.058000088
4035,3,1,1,1,2,11.32451429,-9.473584191,-1.888499975,14.76460027,-0.6966368448,1.69801285,-0.1275610643,12.78651905,-7.3822999,-1.888499975,12.47499561,-10.43602562,2.058000088
4035,3,2,1,4,3,14.8431078,-12.28035009,-1.807999969,19.26460089,-0.6911929165,1.66437312,-0.09371366181,16.6836338,-9.632300377,-1.807999969,13.68737793,-11.32416439,2.378000021
4035,3,3,1,6,5,17.34184507,-13.96326785,-1.748277903,22.26460059,-0.6778901445,1.649158296,-0.07844229078,19.28170967,-11.13230038,-1.748277903,16.17341423,-13.02247334,1.482499957
4035,1,1,2,1,2,-8.381245736,-12.15516932,14.29286766,14.76460027,-2.174454797,0.8016312081,0.8585999455,-12.78651905,-7.3822999,14.29286766,-9.232683182,-13.38999367,2.058000088
4035,1,2,2,4,3,-10.82991657,-15.93228654,19.32594299,19.26460089,-2.167799643,0.7838086017,0.8836233562,-16.6836338,-9.632300377,19.32594299,-9.986625671,-14.69169044,2.378000021
4035,1,3,2,6,5,-12.11879242,-18.67745459,22.79685211,22.26460059,-2.146359899,0.7735870313,0.8981768715,-19.28170967,-11.13230038,22.79685211,-11.30231762,-17.41910553,1.482499957
4035,2,1,3,1,2,1.30122324,14.70714878,5.263290882,14.7645998,1.482550548,1.228360002,0.3493319577,4.263256584e-15,14.7645998,5.263290882,1.433417559,16.2012825,2.058000088
4035,2,2,3,4,3,1.53765095,19.20313703,7.531130314,19.26460075,1.490893901,1.198132388,0.38160189,0,19.26460075,7.531130314,1.417923212,17.70790291,2.378000021
4035,2,3,3,6,5,1.364154609,22.22277051,9.068634033,22.26460075,1.509487814,1.184002631,0.396815543,0,22.26460075,9.068634033,1.272245407,20.72552299,1.482499957
4036,3,1,1,1,2,14.68821596,-1.49991103,-0.8498684168,14.76460027,-0.1017638779,1.628294101,-0.05752948192,12.78651905,-7.3822999,-0.8498684168,16.18037796,-1.652285576,2.058000088
4036,3,2,1,4,3,19.17392817,-1.866902738,0.3659999967,19.26460089,-0.09706078308,1.551800035,0.01899743393,16.6836338,-9.632300377,0.3659999967,17.68093109,-1.721534491,2.378000021
4036,3,3,1,6,5,22.17685373,-1.974739973,1.160323501,22.26460059,-0.08881085798,1.518728259,0.05209161057,19.28170967,-11.13230038,1.160323501,20.68265724,-1.84168911,1.482499957
4036,1,1,2,1,2,-14.65655496,1.782924019,8.866828918,14.76460027,3.020540555,1.02997509,0.5692934563,-12.78651905,-7.3822999,8.866828918,-16.14556122,1.964056969,2.058000088
4036,1,2,2,4,3,-19.14171,2.172506753,12.97478962,19.26460089,3.028580288,0.9780749725,0.6308253101,-16.6836338,-9.632300377,12.97478962,-17.65122414,2.003342628,2.378000021
4036,1,3,2,6,5,-22.15147364,2.241574237,15.79227638,22.26460059,3.040742946,0.9538561274,0.6602686019,-19.28170967,-11.13230038,15.79227638,-20.65903091,2.090549469,1.482499957
4036,2,1,3,1,2,1.783489565,14.65648567,-9.571907043,14.7645998,1.449705637,2.14597635,-0.6097993718,1.421085493e-15,14.7645998,-9.571907043,1.96467185,16.14541817,2.058000088
4036,2,2,3,4,3,2.28956596,19.12806132,-11.03891945,19.26460075,1.451666399,2.091138104,-0.545548811,-1.421085493e-15,19.26460075,-11.03891945,2.111285925,17.63862991,2.378000021
4036,2,3,3,6,5,2.357082514,22.13948077,-12.02350044,22.26460075,1.464730746,2.065951012,-0.5167241696,0,22.26460075,-12.02350044,2.198274851,20.6478405,1.482499957
4037,1,1,1,1,2,-13.53704349,-5.894223853,2.614995718,14.76460027,-2.730934077,1.395501641,0.1761993933,-12.78651905,-7.3822999,2.614995718,-14.91206169,-6.492926598,2.058000088
4037,1,2,1,4,3,-17.40266751,-8.26268788,4.896500111,19.26460089,-2.698312138,1.32189602,0.2515107923,-16.6836338,-9.632300377,4.896500111,-16.0475235,-7.619273186,2.378000021
4037,1,3,1,6,5,-19.53748774,-10.67703199,6.41407156,22.26460059,-2.641448635,1.290307325,0.2842409046,-19.28170967,-11.13230038,6.41407156,-18.221138,-9.957660675,1.482499957
4037,3,1,2,1,2,14.00984923,4.660208776,-7.650000095,14.76460027,0.3211246591,2.048843463,-0.4973697821,12.78651905,-7.3822999,-7.650000095,15.43315697,5.133655071,2.058000088
4037,3,2,2,4,3,18.23460485,6.214823693,-8.59931469,19.26460089,0.3284785453,1.990635011,-0.4327454336,16.6836338,-9.632300377,-8.59931469,16.81475067,5.730900764,2.378000021
4037,3,3,2,6,5,20.95988072,7.509716346,-9.229499817,22.26460059,0.3440409749,1.963771413,-0.4034984814,19.28170967,-11.13230038,-9.229499817,19.54775047,7.003764153,1.482499957
4037,2,1,3,1,2,6.61966899,13.19747664,4.905228138,14.7645998,1.105880755,1.250040007,0.3264023085,2.842170985e-15,14.7645998,4.905228138,7.292150974,14.53818798,2.058000088
4037,2,2,3,4,3,7.934638854,17.55466743,8.236625671,19.26460075,1.146283794,1.166765789,0.4154939377,1.421085493e-15,19.26460075,8.236625671,7.316756248,16.18765831,2.378000021
4037,2,3,3,6,5,7.51019334,20.95970999,10.48407841,22.26460075,1.226732597,1.130710375,0.4550206512,1.421085493e-15,22.26460075,10.48407841,7.004159451,19.54745293,1.482499957
4039,1,1,1,1,2,-10.7877451,-10.08057424,-5.287499905,14.76460027,-2.390068821,1.914686681,-0.3508760126,-12.78651905,-7.3822999,-5.287499905,-11.88369179,-11.10467815,2.058000088
4039,1,2,1,4,3,-13.9882219,-13.24592373,-5.176000118,19.26460089,-2.383443902,1.833276821,-0.265547445,-16.6836338,-9.632300377,-5.176000118,-12.8989687,-12.21447277,2.378000021
4039,1,3,1,6,5,-15.85044096,-15.63572707,-5.115499973,22.26460059,-2.363013693,1.796636136,-0.2277844309,-19.28170967,-11.13230038,-5.115499973,-14.78253365,-14.58228588,1.482499957
4039,1,1,2,1,2,-5.328224009,-13.76965686,-7.274250031,14.76460027,-1.940005823,2.028572265,-0.4746566781,-12.78651905,-7.3822999,-7.274250031,-5.869508266,-15.16849041,2.058000088
4039,1,2,2,4,3,-6.829509556,-18.01340186,-7.783374786,19.26460089,-1.933187189,1.954767459,-0.393769571,-16.6836338,-9.632300377,-7.783374786,-6.297723293,-16.61077118,2.378000021
4039,1,3,2,6,5,-7.610861904,-20.92336542,-8.117321014,22.26460059,-1.919667174,1.920404193,-0.3569553623,-19.28170967,-11.13230038,-8.117321014,-7.098090172,-19.51368141,1.482499957
4039,3,1,3,1,2,14.57733433,2.344087244,-4.114166737,14.76460027,0.1594386653,1.84255342,-0.2751651716,12.78651905,-7.3822999,-4.114166737,16.05826569,2.582226276,2.058000088
4039,3,2,3,4,3,18.9972023,3.198617247,-3.643874645,19.26460089,0.1668084996,1.757736528,-0.1880386334,16.6836338,-9.632300377,-3.643874645,17.51800728,2.949560642,2.378000021
4039,3,3,3,6,5,21.92257002,3.887590954,-3.326900005,22.26460059,0.1755082574,1.71912441,-0.1488749936,19.28170967,-11.13230038,-3.326900005,20.44550705,3.625659227,1.482499957
4040,3,1,1,1,2,7.928819936,-12.45500846,-1.397537231,14.76460027,-1.003901089,1.665169744,-0.09451381711,12.78651905,-7.3822999,-1.397537231,8.734276772,-13.72026253,2.058000088
4040,3,2,1,4,3,10.93837351,-15.85802107,-1.504293084,19.26460089,-0.9669697659,1.648724066,-0.07800673155,16.6836338,-9.632300377,-1.504293084,10.0866251,-14.62318993,2.378000021
